,Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
764,MANHEIM,GOLD,False,7122,MEDIUM,GM,7200,3,50677,837,Covers
765,MANHEIM,BLUE,False,6568,MEDIUM,CHRYSLER,7040,3,75559,920,Alloy
766,MANHEIM,SILVER,False,3767,MEDIUM,FORD,4780,6,96200,1053,Alloy
767,MANHEIM,BLUE,False,8537,SPECIALTY,CHRYSLER,9940,3,66848,1215,Covers
768,MANHEIM,BLUE,False,7058,MEDIUM,CHRYSLER,6800,3,72819,920,Alloy
769,MANHEIM,GREEN,False,4083,MEDIUM,GM,5700,6,81521,1373,Alloy
770,MANHEIM,GOLD,False,4154,LARGE,GM,6640,8,88688,2452,Alloy
771,MANHEIM,WHITE,False,5499,MEDIUM,CHRYSLER,4980,5,83642,1503,Covers
772,MANHEIM,GREEN,False,6653,MEDIUM,CHRYSLER,5900,4,68301,1215,Covers
773,MANHEIM,SILVER,False,6246,MEDIUM,CHRYSLER,4000,4,86926,1503,Covers
774,MANHEIM,BLUE,False,6726,VAN,GM,7200,3,84534,2282,Covers
775,MANHEIM,BLUE,False,7086,VAN,GM,7400,3,77659,2091,Covers
776,MANHEIM,GOLD,False,6154,MEDIUM,GM,6100,4,73905,1038,Covers
777,MANHEIM,WHITE,False,6974,LARGE,FORD,7615,3,73905,1506,Alloy
778,MANHEIM,SILVER,False,8802,LARGE TRUCK,OTHER,10480,5,85583,1373,Covers
779,MANHEIM,GREY,False,9100,SPECIALTY,CHRYSLER,10380,4,84344,1503,Covers
780,MANHEIM,SILVER,False,5900,MEDIUM,OTHER,6600,4,78163,803,Alloy
781,MANHEIM,RED,False,12554,LARGE TRUCK,GM,11235,3,79155,1155,Covers
782,MANHEIM,GREY,False,5737,MEDIUM,GM,5900,4,98581,1485,Covers
783,MANHEIM,SILVER,True,3018,VAN,CHRYSLER,4440,7,99608,2218,Covers
784,MANHEIM,SILVER,False,4580,COMPACT,GM,5155,4,90830,909,Special
785,MANHEIM,RED,False,3170,MEDIUM,CHRYSLER,5155,6,72601,1389,Covers
786,MANHEIM,GOLD,False,4125,MEDIUM,FORD,5955,5,59664,754,Alloy
787,MANHEIM,RED,True,3509,MEDIUM,OTHER,4940,4,80608,594,Covers
788,MANHEIM,BLUE,False,6628,LARGE,GM,8170,4,61989,1703,Alloy
789,MANHEIM,BLACK,False,7728,MEDIUM SUV,GM,8670,4,85805,1503,Covers
790,MANHEIM,GREY,False,7267,MEDIUM,OTHER,7670,5,96538,620,Covers
791,MANHEIM,SILVER,False,3327,MEDIUM,OTHER,4240,5,72782,569,Covers
792,MANHEIM,RED,False,6735,MEDIUM,OTHER,8170,6,95910,1341,Alloy
793,MANHEIM,GREY,False,8947,LARGE,GM,7970,2,74819,1974,Covers
794,MANHEIM,GREY,False,2976,MEDIUM,FORD,3940,6,107635,1130,Covers
795,MANHEIM,WHITE,True,3843,LARGE,GM,4440,7,107799,2871,Alloy
796,MANHEIM,GREY,True,3015,MEDIUM,FORD,4140,6,104923,1130,Alloy
797,MANHEIM,GOLD,False,3023,MEDIUM,FORD,5155,6,88793,983,Alloy
798,MANHEIM,GREY,False,4891,MEDIUM,FORD,3740,4,109734,1130,Alloy
799,MANHEIM,BLUE,False,6967,MEDIUM,GM,7670,3,57024,671,Covers
800,MANHEIM,BLACK,False,9390,MEDIUM,OTHER,9480,4,81056,594,Covers
801,MANHEIM,GOLD,False,4824,COMPACT,GM,5745,3,80135,853,Covers
802,MANHEIM,RED,False,7257,MEDIUM,CHRYSLER,7445,1,46798,693,Covers
803,MANHEIM,RED,False,7257,MEDIUM,CHRYSLER,7545,1,49244,693,Covers
804,MANHEIM,SILVER,False,7257,MEDIUM,CHRYSLER,7645,1,43669,693,Covers
805,MANHEIM,BLUE,False,3837,MEDIUM,OTHER,5845,4,65568,533,Covers
806,MANHEIM,RED,False,7960,MEDIUM,CHRYSLER,8345,1,50541,920,Covers
807,MANHEIM,WHITE,False,11090,MEDIUM SUV,CHRYSLER,9200,3,77995,1740,Alloy
808,MANHEIM,RED,True,4930,MEDIUM,CHRYSLER,4310,3,75506,1272,Alloy
809,MANHEIM,WHITE,False,3468,MEDIUM,OTHER,4325,4,74373,803,Alloy
810,MANHEIM,GREY,False,6833,LARGE,GM,7645,4,61221,1703,Alloy
811,MANHEIM,BLUE,True,6292,MEDIUM,GM,7245,5,76731,920,Covers
812,MANHEIM,MAROON,False,7650,MEDIUM SUV,GM,7745,4,85932,1243,Alloy
813,MANHEIM,SILVER,False,5928,MEDIUM,GM,6730,3,56995,671,Covers
814,MANHEIM,BEIGE,False,6495,LARGE,OTHER,8160,4,73821,1272,Alloy
815,MANHEIM,BLACK,False,6694,LARGE,FORD,7760,3,60085,1313,Alloy
816,MANHEIM,BLUE,False,3501,VAN,CHRYSLER,5125,4,85811,1763,Covers
817,MANHEIM,SILVER,False,2717,VAN,CHRYSLER,4725,6,83144,2063,Covers
818,MANHEIM,GREEN,False,7608,MEDIUM SUV,GM,8610,5,71111,1974,Alloy
819,MANHEIM,SILVER,False,3789,MEDIUM,CHRYSLER,5195,6,89578,1503,Alloy
820,MANHEIM,GREY,False,5067,LARGE,GM,7260,5,73503,1974,Alloy
821,MANHEIM,GREEN,False,7512,VAN,CHRYSLER,7145,4,72732,1623,Alloy
822,MANHEIM,RED,False,4895,MEDIUM,OTHER,5630,3,58054,505,Alloy
823,MANHEIM,WHITE,False,4713,VAN,CHRYSLER,6445,5,77169,1623,Alloy
824,MANHEIM,WHITE,False,6160,MEDIUM,CHRYSLER,6430,3,69522,1215,Alloy
825,MANHEIM,BLACK,False,7732,MEDIUM,CHRYSLER,7645,3,67105,1020,Alloy
826,MANHEIM,BLUE,False,6690,MEDIUM,OTHER,8510,4,55174,671,Alloy
827,MANHEIM,MAROON,False,6548,LARGE,GM,6730,4,64854,1703,Alloy
828,MANHEIM,SILVER,False,8682,MEDIUM,OTHER,10525,5,59048,505,Alloy
829,MANHEIM,SILVER,False,3094,COMPACT,OTHER,5995,4,61605,533,unkwnWheel
830,MANHEIM,RED,False,5107,MEDIUM,CHRYSLER,5745,5,49948,975,Covers
831,MANHEIM,GREY,False,5116,MEDIUM,GM,5495,4,68175,728,unkwnWheel
832,MANHEIM,WHITE,False,4982,VAN,GM,7710,2,78556,2091,Covers
833,MANHEIM,BLACK,True,3044,COMPACT,CHRYSLER,5495,5,81143,723,Alloy
834,MANHEIM,SILVER,True,19241,SPECIALTY,OTHER,13070,4,42686,764,Alloy
835,MANHEIM,GOLD,False,7834,MEDIUM SUV,GM,8210,5,87149,2152,Alloy
836,MANHEIM,GREEN,False,4223,LARGE TRUCK,CHRYSLER,6545,7,94199,1353,Alloy
837,MANHEIM,SILVER,False,6943,CROSSOVER,OTHER,7810,3,78346,803,Alloy
838,MANHEIM,WHITE,False,7037,MEDIUM,OTHER,7910,3,63616,533,Covers
839,MANHEIM,SILVER,False,8011,LARGE,GM,8110,3,81516,2152,Covers
840,MANHEIM,BEIGE,False,4382,MEDIUM,OTHER,6895,4,64734,728,Covers
841,MANHEIM,GREEN,False,4758,COMPACT,GM,5945,4,88675,853,Covers
842,MANHEIM,BLUE,False,2696,MEDIUM,GM,4575,8,84699,2712,Alloy
843,MANHEIM,SILVER,False,7739,CROSSOVER,CHRYSLER,8210,3,78357,1389,Covers
844,MANHEIM,SILVER,False,6489,MEDIUM SUV,CHRYSLER,9725,6,68423,1215,Alloy
845,MANHEIM,SILVER,False,8544,SMALL TRUCK,CHRYSLER,6895,3,89593,1243,Alloy
846,MANHEIM,GREY,False,7489,MEDIUM,CHRYSLER,8210,2,79221,1155,Covers
847,MANHEIM,BROWN,False,3669,MEDIUM,GM,5395,7,91626,2651,Alloy
848,MANHEIM,BEIGE,False,4093,VAN,CHRYSLER,6195,8,88601,2063,Alloy
849,MANHEIM,BLUE,False,3892,MEDIUM,FORD,5395,4,74791,920,Alloy
850,MANHEIM,SILVER,False,6832,VAN,CHRYSLER,6695,4,83165,1763,Alloy
851,MANHEIM,BLACK,False,4501,MEDIUM,CHRYSLER,5230,4,54249,1086,Covers
852,MANHEIM,GREEN,False,3377,MEDIUM SUV,CHRYSLER,5895,7,84062,1803,Alloy
853,MANHEIM,RED,False,4511,SMALL SUV,FORD,7560,7,72190,1220,Alloy
854,MANHEIM,SILVER,False,6178,MEDIUM SUV,GM,7660,5,79334,1389,Covers
855,MANHEIM,BLACK,False,4825,MEDIUM,CHRYSLER,4500,4,71479,1389,Covers
856,MANHEIM,GREEN,False,8165,LARGE,GM,7740,3,77922,1974,Alloy
857,MANHEIM,WHITE,False,5002,SPORTS,OTHER,6000,6,59527,505,Alloy
858,MANHEIM,SILVER,False,3272,MEDIUM,GM,5340,6,66695,1898,Alloy
859,MANHEIM,GREY,False,5771,MEDIUM,CHRYSLER,6300,3,60837,1215,Covers
860,MANHEIM,WHITE,False,7933,LARGE,GM,7100,3,79254,1974,Covers
861,MANHEIM,WHITE,True,9345,SPECIALTY,CHRYSLER,10140,4,74669,1389,Alloy
862,MANHEIM,GREEN,False,5170,LARGE SUV,FORD,8340,9,84509,1803,Covers
863,MANHEIM,BEIGE,False,9088,MEDIUM SUV,GM,8315,4,85402,1633,Covers
864,MANHEIM,GOLD,False,7540,MEDIUM,CHRYSLER,7415,3,59878,920,Covers
865,MANHEIM,WHITE,False,5058,MEDIUM SUV,GM,8240,7,89214,2452,Special
866,MANHEIM,GOLD,False,7238,MEDIUM,GM,6500,4,62452,923,Covers
867,MANHEIM,GREEN,False,6491,MEDIUM,CHRYSLER,3600,4,94632,1630,Covers
868,MANHEIM,SILVER,False,10927,CROSSOVER,FORD,8015,3,85139,1633,Alloy
869,MANHEIM,RED,True,10212,MEDIUM,FORD,6900,3,81948,853,Covers
870,MANHEIM,BLUE,True,2873,MEDIUM,CHRYSLER,5500,7,77173,1689,Covers
871,MANHEIM,RED,True,8932,CROSSOVER,CHRYSLER,8515,4,83082,2022,Alloy
872,MANHEIM,WHITE,False,4615,MEDIUM,GM,5900,5,41587,834,Covers
873,MANHEIM,GREEN,False,7025,MEDIUM,GM,7300,4,50014,837,Alloy
874,MANHEIM,GREEN,False,7160,MEDIUM,GM,6800,4,53147,837,Alloy
875,MANHEIM,GREY,False,6901,MEDIUM,GM,6000,3,75265,1038,Covers
876,MANHEIM,GREEN,False,7609,MEDIUM,GM,7000,4,49014,764,Alloy
877,MANHEIM,GREEN,True,2677,COMPACT,GM,3980,6,89972,853,Covers
878,MANHEIM,GREY,True,5326,SPORTS,FORD,6700,6,81636,853,Alloy
879,MANHEIM,BLUE,False,3316,COMPACT,GM,4680,4,64874,728,Covers
880,MANHEIM,GREEN,False,2986,MEDIUM,CHRYSLER,4780,5,93303,1341,Covers
881,MANHEIM,GOLD,False,5182,MEDIUM,FORD,4080,4,91442,1053,Alloy
882,MANHEIM,BLACK,False,7516,MEDIUM,OTHER,9440,6,68085,533,Alloy
883,MANHEIM,RED,False,4742,MEDIUM,CHRYSLER,5400,4,44728,975,Alloy
884,MANHEIM,WHITE,False,6522,MEDIUM SUV,GM,7215,5,78590,3667,Covers
885,MANHEIM,GOLD,False,5604,VAN,GM,5500,5,80259,2282,Covers
886,MANHEIM,GOLD,True,3847,COMPACT,GM,5740,5,80730,853,Covers
887,MANHEIM,WHITE,False,7530,MEDIUM,OTHER,7940,3,64847,728,Covers
888,MANHEIM,GOLD,False,6650,MEDIUM,GM,6700,4,80889,1113,Covers
889,MANHEIM,RED,False,6176,MEDIUM,CHRYSLER,6700,2,65441,1215,Covers
890,MANHEIM,WHITE,False,3632,COMPACT,FORD,4780,5,81410,1243,Covers
891,MANHEIM,WHITE,False,6372,LARGE,GM,7515,4,78169,1974,Covers
892,MANHEIM,SILVER,False,3934,LARGE,GM,6700,6,78285,1974,Covers
893,MANHEIM,WHITE,False,3614,VAN,GM,5100,7,62746,4210,Covers
894,MANHEIM,WHITE,True,7435,LARGE,GM,8000,3,60809,1703,Covers
895,MANHEIM,WHITE,False,8035,LARGE,GM,6900,3,73178,1974,Covers
896,MANHEIM,BLUE,False,6042,MEDIUM,CHRYSLER,6200,4,64599,1215,Covers
897,MANHEIM,GOLD,False,4766,SMALL TRUCK,GM,5600,7,67743,1515,Covers
898,MANHEIM,BROWN,True,7636,VAN,GM,6800,2,87071,2282,Covers
899,MANHEIM,BLUE,True,3940,MEDIUM,CHRYSLER,5200,6,82848,1633,Alloy
900,MANHEIM,BLUE,False,8057,MEDIUM SUV,CHRYSLER,10640,4,74970,1389,Alloy
901,MANHEIM,RED,True,7322,SMALL TRUCK,CHRYSLER,8940,4,70650,1155,Covers
902,MANHEIM,BLUE,False,6966,COMPACT,OTHER,5600,3,92283,765,Covers
903,MANHEIM,GREEN,False,6325,LARGE,FORD,6700,4,93396,1774,Alloy
904,MANHEIM,RED,False,8663,LARGE TRUCK,CHRYSLER,11025,5,64538,825,Covers
905,MANHEIM,RED,False,7339,MEDIUM,CHRYSLER,7040,2,62678,825,Covers
906,MANHEIM,WHITE,True,4688,CROSSOVER,OTHER,7215,7,73715,1806,Covers
907,MANHEIM,BLUE,False,3551,MEDIUM,OTHER,4880,5,68006,533,Covers
908,MANHEIM,SILVER,False,4930,SMALL SUV,CHRYSLER,6700,6,94709,765,Covers
909,MANHEIM,GOLD,True,3475,MEDIUM,FORD,3980,5,94506,1053,Alloy
910,MANHEIM,RED,False,6161,MEDIUM,GM,7715,3,30259,582,Covers
911,MANHEIM,SILVER,False,3411,MEDIUM,OTHER,4980,5,81879,594,Covers
912,MANHEIM,SILVER,True,6052,LARGE,GM,7515,5,75334,1506,Covers
913,MANHEIM,GOLD,False,7014,MEDIUM,CHRYSLER,7315,2,60978,825,Covers
914,MANHEIM,RED,False,7251,LARGE TRUCK,OTHER,10325,4,55333,1003,Alloy
915,MANHEIM,GREEN,False,5230,COMPACT,FORD,5200,3,86061,1243,Covers
916,MANHEIM,WHITE,False,7233,LARGE,GM,8415,3,53152,1500,Covers
917,MANHEIM,GREY,False,6339,MEDIUM SUV,GM,8315,5,79126,1155,Alloy
918,MANHEIM,BLUE,False,4792,COMPACT,GM,5900,5,80812,853,Alloy
919,MANHEIM,WHITE,False,9564,MEDIUM,FORD,8615,2,70757,1506,Alloy
920,MANHEIM,WHITE,False,6509,LARGE,GM,6900,3,85538,2152,Alloy
921,MANHEIM,GREY,False,3457,MEDIUM,GM,4880,5,79182,1155,Covers
922,MANHEIM,GREEN,True,3719,MEDIUM,OTHER,5200,4,60338,533,Covers
923,MANHEIM,WHITE,False,7883,MEDIUM,OTHER,9225,5,89833,594,Alloy
924,MANHEIM,SILVER,False,12893,MEDIUM SUV,CHRYSLER,9500,3,93297,2206,Alloy
925,MANHEIM,WHITE,True,3900,LARGE,GM,5255,7,97442,2651,Alloy
926,MANHEIM,MAROON,False,6362,MEDIUM SUV,CHRYSLER,9180,5,95705,1918,Alloy
927,MANHEIM,BLUE,False,2752,COMPACT,CHRYSLER,4140,5,84879,723,Covers
928,MANHEIM,SILVER,False,5367,MEDIUM,OTHER,5155,8,98625,920,Covers
929,MANHEIM,WHITE,False,8394,LARGE TRUCK,GM,9040,5,68169,1020,Alloy
930,MANHEIM,WHITE,False,2932,COMPACT,GM,3790,5,84538,1243,Alloy
931,MANHEIM,MAROON,False,2362,MEDIUM,FORD,2795,7,72038,1220,Alloy
932,MANHEIM,WHITE,False,2365,MEDIUM,GM,3460,8,77111,2274,Alloy
933,MANHEIM,WHITE,False,3126,MEDIUM,OTHER,3805,5,71825,569,Covers
934,MANHEIM,RED,False,5215,COMPACT,GM,5330,2,24013,582,Covers
935,MANHEIM,SILVER,False,4803,VAN,FORD,4110,5,88083,1633,Alloy
936,MANHEIM,SILVER,False,3867,LARGE TRUCK,CHRYSLER,6145,7,90162,1353,Alloy
937,MANHEIM,GOLD,False,5627,MEDIUM SUV,OTHER,6995,5,74048,686,Alloy
938,MANHEIM,BLACK,False,7411,MEDIUM SUV,OTHER,7360,4,53338,588,Alloy
939,MANHEIM,SILVER,False,9950,LARGE SUV,FORD,11075,6,89993,1413,Alloy
940,MANHEIM,WHITE,False,6332,MEDIUM SUV,GM,7960,5,74724,1155,Alloy
941,MANHEIM,SILVER,True,2282,MEDIUM,FORD,3710,7,66429,1125,Alloy
942,MANHEIM,BLACK,False,6503,COMPACT,GM,4200,4,44080,834,Alloy
943,MANHEIM,BLACK,False,6798,MEDIUM SUV,GM,8345,6,70288,1455,Alloy
944,MANHEIM,RED,True,5505,SMALL SUV,CHRYSLER,7260,6,72352,1220,Alloy
945,MANHEIM,RED,False,11900,COMPACT,FORD,3775,7,89952,1543,Alloy
946,MANHEIM,GOLD,False,5029,MEDIUM,CHRYSLER,4875,4,75488,1389,Alloy
947,MANHEIM,GREY,False,4744,VAN,FORD,5395,5,77591,1506,Alloy
948,MANHEIM,WHITE,False,2463,COMPACT,GM,4525,6,77857,1455,Alloy
949,MANHEIM,BLACK,False,3883,MEDIUM,CHRYSLER,4625,4,81985,1373,Alloy
950,MANHEIM,RED,False,4722,SPORTS,FORD,6345,6,74252,1103,Alloy
951,MANHEIM,BLACK,False,9497,LARGE SUV,FORD,8910,5,82190,1503,Alloy
952,MANHEIM,BLUE,False,7139,MEDIUM SUV,OTHER,8610,5,54180,505,Alloy
953,MANHEIM,RED,False,9514,SMALL SUV,FORD,7745,2,75728,920,Alloy
954,MANHEIM,BEIGE,False,7949,MEDIUM,CHRYSLER,7645,1,52854,920,Alloy
955,MANHEIM,SILVER,False,4987,COMPACT,GM,4810,4,79630,803,Alloy
956,MANHEIM,GREY,False,2182,MEDIUM,FORD,3425,7,96534,1353,Alloy
957,MANHEIM,GREY,False,6854,MEDIUM,GM,7810,3,77652,569,Covers
958,MANHEIM,SILVER,False,2732,MEDIUM,CHRYSLER,4810,5,70100,1155,Alloy
959,MANHEIM,SILVER,False,4081,MEDIUM,CHRYSLER,4925,4,83671,1503,Alloy
960,MANHEIM,WHITE,False,6972,MEDIUM,GM,7660,3,73151,1272,Alloy
961,MANHEIM,GOLD,False,4845,MEDIUM,GM,5595,4,80175,1113,Alloy
962,MANHEIM,RED,False,7119,LARGE,GM,7410,2,58127,1500,Alloy
963,MANHEIM,RED,False,9703,MEDIUM,OTHER,7960,2,85821,1113,Covers
964,MANHEIM,RED,False,6784,MEDIUM,OTHER,7645,2,61547,728,Covers
965,MANHEIM,SILVER,False,7139,MEDIUM,CHRYSLER,6830,2,57190,754,Covers
966,MANHEIM,GREY,False,7608,MEDIUM SUV,OTHER,7760,4,68285,533,Alloy
967,MANHEIM,RED,False,5084,SMALL SUV,CHRYSLER,6695,6,73312,1220,Alloy
968,MANHEIM,GOLD,False,7351,MEDIUM SUV,GM,7860,5,83051,2152,Alloy
969,MANHEIM,BLACK,False,4742,MEDIUM,OTHER,4900,3,67117,533,Covers
970,MANHEIM,WHITE,False,4398,COMPACT,GM,5795,3,84777,853,Covers
971,MANHEIM,BLUE,False,7777,VAN,CHRYSLER,7210,3,72958,1623,Alloy
972,MANHEIM,GOLD,False,2821,MEDIUM,FORD,4785,5,85797,983,Alloy
973,MANHEIM,BLACK,False,7219,MEDIUM SUV,GM,8000,4,72638,1155,Alloy
974,MANHEIM,RED,False,5033,MEDIUM,OTHER,5995,2,52981,505,Alloy
975,MANHEIM,RED,False,6092,MEDIUM,FORD,7660,3,80749,853,Alloy
976,MANHEIM,BLACK,False,8137,LARGE TRUCK,FORD,9775,5,67380,728,Alloy
977,MANHEIM,BLUE,True,3279,MEDIUM,CHRYSLER,3375,4,83034,1243,Alloy
978,MANHEIM,WHITE,False,10473,SPORTS,FORD,9400,2,55338,671,Alloy
979,MANHEIM,SILVER,False,9692,MEDIUM SUV,GM,9525,3,73628,3667,Alloy
980,MANHEIM,GREEN,True,3405,MEDIUM,CHRYSLER,5695,3,70627,1155,Alloy
981,MANHEIM,SILVER,False,6892,LARGE TRUCK,CHRYSLER,7560,4,74960,569,Alloy
982,MANHEIM,BLUE,False,6048,MEDIUM,CHRYSLER,4825,4,71288,1272,Alloy
983,MANHEIM,BLUE,False,7965,MEDIUM,CHRYSLER,8245,2,47298,834,Alloy
984,MANHEIM,GREY,False,2480,COMPACT,CHRYSLER,3975,6,97055,765,Alloy
985,MANHEIM,SILVER,False,5200,MEDIUM,OTHER,5495,3,39455,462,Alloy
986,MANHEIM,SILVER,False,2583,MEDIUM,OTHER,4525,6,72983,803,Alloy
987,MANHEIM,BROWN,False,7996,MEDIUM SUV,CHRYSLER,9325,5,70501,1389,Alloy
988,MANHEIM,SILVER,False,10226,VAN,CHRYSLER,6995,3,84587,1763,Alloy
989,MANHEIM,WHITE,False,6530,MEDIUM SUV,GM,8960,5,74458,1155,Alloy
990,MANHEIM,WHITE,True,2989,MEDIUM,GM,5075,8,86384,2712,Alloy
991,MANHEIM,GREEN,False,3871,SMALL TRUCK,FORD,6345,8,70062,869,Alloy
992,MANHEIM,BLACK,False,3661,MEDIUM SUV,OTHER,6595,7,78283,1455,Alloy
993,MANHEIM,RED,False,8777,LARGE,FORD,7200,4,87565,1633,Alloy
994,MANHEIM,SILVER,False,3216,COMPACT,FORD,4175,7,91280,1641,Alloy
995,MANHEIM,MAROON,False,9922,LARGE TRUCK,CHRYSLER,9975,5,81017,983,Alloy
996,MANHEIM,MAROON,False,9605,MEDIUM,GM,7610,2,66559,1118,Alloy
997,MANHEIM,WHITE,False,3329,MEDIUM,CHRYSLER,5075,8,78959,1689,Alloy
998,ADESA,BLACK,False,7439,CROSSOVER,FORD,7250,4,52486,1169,Alloy
999,ADESA,WHITE,False,5440,LARGE,GM,6035,4,88346,2152,Alloy
1000,ADESA,WHITE,False,5636,CROSSOVER,CHRYSLER,8870,5,88817,1503,Covers
1001,ADESA,WHITE,False,8158,MEDIUM SUV,CHRYSLER,9580,5,80197,2022,Alloy
1002,MANHEIM,SILVER,False,10236,MEDIUM,OTHER,9135,4,83272,594,Alloy
1003,MANHEIM,RED,False,2387,MEDIUM,FORD,3900,7,97362,1353,Covers
1004,MANHEIM,GREY,False,0,VAN,GM,6800,2,66272,1801,Covers
1005,MANHEIM,BLUE,False,8193,MEDIUM SUV,GM,7100,5,71116,1974,Alloy
1006,MANHEIM,RED,False,4967,VAN,CHRYSLER,5000,4,78337,1623,Alloy
1007,MANHEIM,WHITE,True,6171,SMALL TRUCK,CHRYSLER,6700,6,84613,1543,Alloy
1008,MANHEIM,MAROON,True,2359,VAN,CHRYSLER,4000,8,82482,2063,Covers
1009,MANHEIM,WHITE,False,8321,MEDIUM SUV,OTHER,8700,3,43586,1257,Alloy
1010,MANHEIM,SILVER,False,7282,LARGE SUV,FORD,7300,6,87938,1413,Alloy
1011,MANHEIM,SILVER,False,7289,COMPACT,CHRYSLER,5035,4,59753,588,Alloy
1012,MANHEIM,SILVER,False,7552,LARGE,GM,7600,3,74716,1974,Covers
1013,MANHEIM,BLUE,True,5571,MEDIUM SUV,FORD,6800,6,81458,1543,Alloy
1014,MANHEIM,GREY,False,10237,SPECIALTY,CHRYSLER,10400,2,43573,975,Covers
1015,MANHEIM,BLUE,False,4535,MEDIUM SUV,OTHER,7600,5,57612,1417,Alloy
1016,MANHEIM,GOLD,False,6651,MEDIUM,GM,5900,2,81890,1113,Covers
1017,MANHEIM,BLUE,False,5895,MEDIUM,OTHER,5700,2,52135,505,Covers
1018,MANHEIM,BLACK,False,3665,SPORTS,FORD,5500,7,74485,1103,Alloy
1019,MANHEIM,SILVER,False,2969,COMPACT,GM,4500,5,54789,920,Covers
1020,MANHEIM,GREEN,False,3228,MEDIUM,FORD,5100,5,67849,825,Covers
1021,MANHEIM,GREEN,False,5209,VAN,CHRYSLER,4600,6,86380,2063,Covers
1022,MANHEIM,BLUE,True,4137,VAN,CHRYSLER,5200,6,66227,1711,Covers
1023,MANHEIM,BLUE,False,5480,MEDIUM,CHRYSLER,5200,3,54618,1086,Covers
1024,MANHEIM,GREY,False,4624,MEDIUM,CHRYSLER,4500,5,67749,1215,Covers
1025,MANHEIM,GREEN,False,5569,MEDIUM,CHRYSLER,5400,4,49913,975,Covers
1026,MANHEIM,BLUE,False,4463,MEDIUM SUV,CHRYSLER,6435,6,40684,1275,Alloy
1027,MANHEIM,GREEN,False,5480,MEDIUM,CHRYSLER,5200,3,69210,1215,Covers
1028,MANHEIM,MAROON,False,5569,MEDIUM,CHRYSLER,5500,4,63758,1215,Covers
1029,MANHEIM,WHITE,False,4218,SPORTS,OTHER,5300,6,76404,869,Alloy
1030,MANHEIM,BLUE,False,2659,VAN,GM,4500,5,73719,4622,Covers
1031,MANHEIM,GOLD,False,4830,COMPACT,GM,5500,4,64511,728,Covers
1032,MANHEIM,BLUE,False,5480,MEDIUM,CHRYSLER,5500,3,61486,1215,Covers
1033,MANHEIM,SILVER,False,5753,MEDIUM,CHRYSLER,5000,3,76792,1389,Covers
1034,MANHEIM,SILVER,False,2622,VAN,CHRYSLER,5100,7,50570,1551,Covers
1035,MANHEIM,GREEN,False,5812,SPECIALTY,CHRYSLER,8635,4,49566,975,Alloy
1036,MANHEIM,GOLD,False,5028,MEDIUM,GM,6300,4,70876,1272,Alloy
1037,MANHEIM,BEIGE,False,11057,LARGE SUV,FORD,10200,4,87495,1503,Alloy
1038,MANHEIM,SILVER,False,3032,MEDIUM,OTHER,3600,4,77642,569,Covers
1039,MANHEIM,WHITE,False,5652,VAN,CHRYSLER,6500,4,80798,1763,Alloy
1040,MANHEIM,WHITE,False,3994,LARGE,GM,8000,7,43863,1628,Alloy
1041,MANHEIM,WHITE,False,6719,SMALL SUV,OTHER,7500,4,80280,983,Alloy
1042,MANHEIM,SILVER,False,7783,LARGE,GM,7100,2,81561,2152,Covers
1043,MANHEIM,GREY,False,3892,MEDIUM,CHRYSLER,4600,5,64421,1215,Alloy
1044,MANHEIM,SILVER,False,4742,VAN,CHRYSLER,6500,6,83567,2063,Alloy
1045,MANHEIM,GOLD,False,7506,MEDIUM,GM,6300,2,73159,1272,Alloy
1046,MANHEIM,SILVER,False,8468,MEDIUM,CHRYSLER,6100,2,75903,920,Covers
1047,MANHEIM,WHITE,False,6600,CROSSOVER,CHRYSLER,8500,4,67755,1215,Alloy
1048,MANHEIM,SILVER,True,2075,MEDIUM,CHRYSLER,3200,7,90819,1641,Alloy
1049,MANHEIM,BLACK,False,4915,SMALL TRUCK,FORD,4800,5,83914,594,Covers
1050,MANHEIM,GREEN,False,6515,VAN,OTHER,6000,4,72218,1038,Alloy
1051,MANHEIM,SILVER,False,4365,MEDIUM,CHRYSLER,4300,4,79787,1389,Covers
1052,MANHEIM,SILVER,False,1644,LARGE,GM,4300,8,89687,2452,Alloy
1053,MANHEIM,MAROON,True,0,VAN,GM,6600,2,88070,2282,Covers
1054,MANHEIM,BLUE,False,8222,SMALL TRUCK,CHRYSLER,6700,4,71332,1155,Alloy
1055,MANHEIM,SILVER,True,12926,MEDIUM SUV,CHRYSLER,9900,2,49778,553,Alloy
1056,MANHEIM,RED,False,4284,COMPACT,FORD,4400,4,75745,1155,Alloy
1057,MANHEIM,WHITE,True,3129,LARGE,GM,5350,7,86016,2452,Alloy
1058,MANHEIM,SILVER,False,1968,MEDIUM,FORD,4200,8,81553,1283,Covers
1059,MANHEIM,RED,True,4766,LARGE,GM,6350,4,42395,1328,Covers
1060,MANHEIM,SILVER,False,4826,MEDIUM,FORD,5000,3,75274,920,Alloy
1061,MANHEIM,SILVER,False,6452,CROSSOVER,CHRYSLER,8635,5,70459,1389,Alloy
1062,MANHEIM,BLACK,True,8754,MEDIUM,FORD,6300,3,75795,803,Alloy
1063,MANHEIM,GREY,False,0,CROSSOVER,CHRYSLER,7850,4,68570,1215,Alloy
